recipe_name,ingredients,location,restaurant_type,cuisine_type,dish_category,price_point,price_range,cooking_method,spice_level,dietary_tags,preparation_time,instructions,launch_date,season,neighborhood_type,population_density,area_income_level,region,avg_monthly_sales,customer_rating,review_count,profit_margin,food_cost,success
Thepla,"oil, yogurt, jaggery, turmeric, salt, pepper",Austin TX,casual_dining,gujarati,main_course,14.24,budget,steamed,medium,none,39,,2023-05-13,spring,suburban,medium,medium,north_america,208,4.1,23,0.54,6.74,1
Falafel Wrap,"oregano, olives, garlic, spices, tahini, butter",Lucknow India,fine_dining,mediterranean,beverage,27.63,upscale,baked,mild,"keto,dairy_free",41,,2023-12-20,winter,business_district,medium,low,india,111,5.0,19,0.51,12.23,1
Chef's Bhel Puri,"onion, vegetables, lime, chickpeas, lemon, cream, spices, onions",Austin TX,fast_food,indian_street_food,main_course,5.31,budget,grilled,very_hot,"high_protein,vegetarian",36,,2022-10-15,fall,suburban,medium,medium,north_america,448,4.5,65,0.48,2.83,1
Premium Shrikhand,"cumin seeds, herbs, mustard seeds, oil, coconut",Ahmedabad India,cafe,gujarati,main_course,14.66,mid_range,steamed,mild,"low_carb,high_protein",39,,2023-11-07,fall,business_district,high,medium,india,167,4.1,20,0.45,6.56,1
Tandoori Chicken,"cream, onions, turmeric, seasonings, red chili powder",New York NY,food_truck,north_indian,dessert,6.57,budget,grilled,medium,none,13,,2023-02-11,winter,residential,high,high,north_america,129,3.8,24,0.56,2.61,1
Shakshuka,"olives, herbs, salt, chickpeas, oil, lime, cucumbers, olive oil",London UK,cafe,mediterranean,beverage,10.78,mid_range,grilled,medium,"dairy_free,keto",26,,2023-09-01,fall,residential,high,high,europe,241,4.4,57,0.51,5.31,1
Buffalo Wings,"salt, bacon, onion, lime, lettuce, vegetables, butter",Delhi India,cafe,american,main_course,8.75,budget,steamed,mild,"paleo,vegetarian,mild",16,,2022-11-10,fall,residential,very_high,medium,india,168,4.7,26,0.44,4.28,1
Signature Quesadillas,"chicken, pepper, garlic, avocado, onion, corn tortillas",Jaipur India,food_truck,mexican,main_course,5.26,budget,steamed,hot,dairy_free,12,,2023-06-23,summer,downtown,medium,low,india,123,4.4,26,0.54,2.42,1
Chef's Burrito Bowl,"butter, cream, lime, herbs, avocado, oil, spices",Ahmedabad India,cafe,mexican,appetizer,4.08,budget,raw,mild,high_protein,36,,2022-09-17,fall,tourist_area,high,medium,india,173,4.3,25,0.46,2.03,1
Greek Salad,"lemon, salt, olive oil, herbs, spices, garlic",Jaipur India,food_truck,mediterranean,side_dish,6.16,budget,sauteed,medium,none,36,,2022-11-19,fall,tourist_area,medium,low,india,162,4.2,35,0.5,3.04,1
Enchiladas,"cream, pepper, onion, chili peppers, vegetables, avocado, salt, butter",Birmingham UK,food_truck,mexican,main_course,4.01,budget,baked,hot,none,21,,2022-09-18,fall,tourist_area,high,medium,europe,168,4.3,28,0.54,2.17,1
Chole Kulche,"potatoes, garlic, vegetables, ginger, onions, lime, wheat flour",Hyderabad India,food_truck,punjabi,beverage,6.08,budget,steamed,mild,"paleo,vegetarian",27,,2023-03-05,spring,residential,high,medium,india,172,4.4,50,0.47,3.39,1
Chilli Chicken,"rice, cabbage, herbs, ginger garlic, onion, spices, cream, garlic",Chennai India,fine_dining,indo_chinese,appetizer,42.22,upscale,fried,very_hot,"keto,dairy_free",37,,2023-03-06,spring,suburban,high,medium,india,148,5.0,28,0.47,23.56,1
Koliwada Prawns,"oil, prawns, lemon, ginger garlic, onion, jaggery, onions",Delhi India,fast_food,maharashtrian,dessert,7.44,budget,grilled,hot,"keto,mild",41,,2022-12-28,winter,downtown,very_high,medium,india,255,4.3,52,0.58,2.78,1
House Special Khaman,"salt, onion, cream, ginger, herbs, oil, pepper, sesame oil",Kolkata India,food_truck,gujarati,main_course,4.09,budget,baked,mild,"high_protein,low_carb",15,,2022-11-03,fall,business_district,very_high,medium,india,139,4.0,25,0.45,2.51,1
Bengali Thali,"spices, vegetables, onion, lemon",Jaipur India,fast_food,bengali,side_dish,11.64,budget,fried,mild,"nut_free,vegan",26,,2022-02-22,winter,suburban,medium,low,india,342,3.8,81,0.57,4.41,1
Chef's Thalipeeth,"lemon, besan, ginger garlic, herbs, onions, pav bread",Ahmedabad India,food_truck,maharashtrian,beverage,6.47,budget,raw,medium,none,42,,2023-11-26,fall,downtown,high,medium,india,175,4.0,22,0.41,3.37,1
Coconut Chutney,"jaggery, coconut, urad dal, tamarind, garlic, spices, oil",Austin TX,fine_dining,south_indian,side_dish,43.57,luxury,raw,very_hot,none,29,,2023-06-15,summer,downtown,medium,medium,north_america,82,5.0,21,0.52,23.61,1
Handvo,"garlic, hing, cream, yogurt",Toronto Canada,fast_food,gujarati,dessert,8.28,budget,sauteed,medium,spicy,43,,2023-06-12,summer,suburban,high,high,north_america,524,4.6,92,0.58,2.83,1
Fish Curry,"garlic, cream, herbs, fish, lime",Leicester UK,fast_food,south_indian,main_course,10.03,budget,baked,mild,"mild,high_protein",12,,2022-10-23,fall,business_district,medium,medium,europe,465,4.0,129,0.49,4.49,1
Dim Sum,"garlic, chili, onion, rice, vegetables, soy sauce, pepper, noodles",Seattle WA,fine_dining,chinese,dessert,44.42,upscale,fried,mild,"vegan,mild",44,,2024-02-22,winter,tourist_area,medium,high,north_america,82,4.3,15,0.57,20.52,1
House Special Hakka Noodles,"vinegar, pepper, herbs, broth, salt, onion, ginger garlic, cornflour",Bangalore India,cafe,indo_chinese,dessert,8.62,budget,raw,very_hot,"keto,vegetarian",15,,2022-07-05,summer,business_district,high,medium,india,156,4.3,36,0.54,3.78,1
Fish Curry,"lime, coconut milk, pepper, garlic, fish, herbs",Miami FL,fine_dining,bengali,main_course,37.8,upscale,fried,medium,none,26,,2022-04-09,spring,suburban,medium,high,north_america,91,5.0,26,0.45,19.47,1
Rasgulla,"poppy seeds, spices, rice, mustard seeds, coconut milk",Jaipur India,fine_dining,bengali,appetizer,41.59,upscale,raw,mild,vegan,40,,2023-01-19,winter,business_district,medium,low,india,77,5.0,7,0.47,21.14,1
Mishti Doi,"panch phoron, mustard oil, prawns, coconut milk",Birmingham UK,food_truck,bengali,appetizer,6.45,budget,raw,hot,"vegan,mild,high_protein",25,,2022-05-22,spring,business_district,high,medium,europe,109,4.3,25,0.36,4.9,1
Bengali Thali,"prawns, pepper, vegetables, herbs, lime, jaggery",Miami FL,fine_dining,bengali,beverage,57.97,luxury,baked,hot,none,14,,2023-01-24,winter,tourist_area,medium,high,north_america,152,5.0,22,0.42,34.91,1
Grilled Salmon,"oil, salt, lemon, chickpeas, olives, cucumbers, pepper",San Francisco CA,casual_dining,mediterranean,side_dish,13.32,budget,fried,very_hot,"vegetarian,spicy,paleo",10,,2023-09-03,fall,downtown,high,high,north_america,361,4.6,44,0.48,7.68,1
Deluxe Aloo Posto,"onion, herbs, vegetables, salt, garlic, cream",Bangalore India,fast_food,bengali,appetizer,7.92,budget,roasted,hot,"high_protein,nut_free,gluten_free",41,,2023-08-06,summer,suburban,high,medium,india,330,4.2,68,0.58,3.88,1
Mumbai Street Food,"kokum, coconut, lemon, potatoes, pepper, oil, pav bread, prawns",Austin TX,fast_food,maharashtrian,appetizer,9.67,budget,fried,hot,"paleo,mild,vegan",21,,2023-05-12,spring,suburban,medium,medium,north_america,346,3.6,83,0.52,3.79,1
House Special Baklava,"oregano, vegetables, spices, tahini, garlic, butter",Hyderabad India,cafe,mediterranean,beverage,8.53,budget,raw,mild,nut_free,15,,2022-03-09,spring,tourist_area,high,medium,india,223,4.5,61,0.61,3.52,1
Premium Indian Pizza,"oil, tomato sauce, cream, creative proteins, dough, specialty sauces",Chennai India,fast_food,fusion,side_dish,8.65,budget,fried,medium,"high_protein,low_carb,gluten_free",27,,2023-01-02,winter,business_district,high,medium,india,314,4.4,59,0.55,3.15,1
Pav Bhaji,"rice flour, lemon, cream, spices, vegetables",Goa India,cafe,maharashtrian,beverage,9.89,mid_range,steamed,medium,"nut_free,dairy_free",23,,2023-08-28,summer,downtown,low,medium,india,141,4.2,24,0.43,6.63,1
Grilled Salmon,"olives, oregano, feta cheese, herbs",Austin TX,fine_dining,mediterranean,side_dish,61.91,luxury,roasted,hot,none,45,,2024-02-25,winter,downtown,medium,medium,north_america,155,5.0,44,0.58,23.29,1
Signature Street Tacos,"pepper, lime, tortillas, salt, herbs, cream",Ahmedabad India,casual_dining,mexican,appetizer,11.54,budget,raw,mild,none,34,,2023-05-07,spring,tourist_area,high,medium,india,221,4.1,45,0.42,7.69,1
Bruschetta,"salt, tomatoes, parmesan, cream, lemon, herbs, onion, oil",Birmingham UK,fast_food,italian,dessert,5.32,budget,grilled,hot,"paleo,nut_free",42,,2022-04-06,spring,residential,high,medium,europe,382,3.9,92,0.48,3.11,1
Pyaaz Kachori,"garlic, wheat flour, ghee, cream",Chennai India,cafe,rajasthani,main_course,9.66,mid_range,fried,very_hot,"nut_free,paleo",21,,2022-03-08,spring,downtown,high,medium,india,214,3.9,30,0.44,5.67,1
Guacamole,"lemon, cream, oil, cheese",Toronto Canada,casual_dining,mexican,appetizer,14.79,budget,roasted,very_hot,keto,23,,2022-06-18,summer,business_district,high,high,north_america,324,4.7,68,0.49,6.39,1
Chef's Spaghetti Carbonara,"parmesan, oil, lemon, salt, herbs, spices, garlic, tomatoes",Chicago IL,cafe,italian,beverage,8.05,budget,steamed,medium,"paleo,keto",15,,2023-07-29,summer,tourist_area,high,medium,north_america,101,4.1,28,0.55,4.22,1
Bisi Bele Bath,"butter, urad dal, mustard seeds, spices",Miami FL,fine_dining,south_indian,dessert,41.3,upscale,baked,very_hot,mild,43,,2024-01-10,winter,downtown,medium,high,north_america,92,4.8,11,0.49,18.91,1
Chicken Curry,"seasonings, curry leaves, green chilies, salt, onion, butter",Mumbai India,fast_food,kerala,beverage,8.86,budget,sauteed,hot,"high_protein,paleo,dairy_free",17,,2022-12-01,winter,business_district,very_high,medium,india,323,4.2,68,0.57,4.54,1
Fafda Jalebi,"coriander, vegetables, jaggery, cumin seeds, lemon, herbs",Kolkata India,fast_food,gujarati,appetizer,7.5,budget,fried,hot,none,38,,2023-08-16,summer,suburban,very_high,medium,india,571,4.1,139,0.46,4.3,1
Fried Rice,"rice, seasonings, sesame oil, butter, cream, herbs, scallions, salt",Chicago IL,cafe,chinese,main_course,7.72,budget,fried,mild,none,20,,2023-08-11,summer,residential,high,medium,north_america,155,4.4,37,0.37,5.4,1
Chicken Manchurian,"garlic, spring onions, rice, spices, vinegar, cream",Vancouver Canada,food_truck,indo_chinese,side_dish,6.74,budget,grilled,mild,low_carb,18,,2022-07-03,summer,downtown,medium,high,north_america,119,3.9,20,0.59,3.18,1
Tiramisu,"basil, pepper, vegetables, cream, butter, salt, herbs",Vancouver Canada,fine_dining,italian,appetizer,32.83,upscale,sauteed,mild,"spicy,vegetarian,vegan",25,,2022-11-06,fall,business_district,medium,high,north_america,130,4.6,33,0.54,14.62,1
Bruschetta,"garlic, tomatoes, lemon, cream, basil",Miami FL,fast_food,italian,dessert,7.39,budget,raw,medium,high_protein,16,,2022-08-16,summer,residential,medium,high,north_america,283,4.1,82,0.44,4.69,1
Korean BBQ Tacos,"butter, lime, mixed vegetables, garlic, spices, onion",Pune India,fine_dining,fusion,beverage,36.71,upscale,roasted,mild,"dairy_free,spicy",19,,2024-02-15,winter,residential,high,medium,india,93,4.9,11,0.48,18.98,1
Biryani,"lime, onions, onion, basmati rice, butter, paneer, vegetables",Mumbai India,fast_food,north_indian,beverage,11.41,budget,fried,mild,none,17,,2023-08-07,summer,business_district,very_high,medium,india,248,3.9,59,0.47,5.62,1
Fried Rice,"cream, salt, vinegar, spring onions, herbs, cabbage",Chicago IL,cafe,indo_chinese,appetizer,11.73,mid_range,baked,medium,none,19,,2023-03-19,spring,downtown,high,medium,north_america,140,3.9,35,0.41,7.04,1
Ramen Burger,"onion, vegetables, tomato, salt, specialty sauces",Miami FL,fast_food,fusion,dessert,6.36,budget,raw,hot,none,33,,2023-05-20,spring,tourist_area,medium,high,north_america,567,4.0,121,0.42,4.15,1
Spring Rolls,"chili, butter, salt, pepper, garlic",Mumbai India,fine_dining,chinese,beverage,44.62,upscale,sauteed,very_hot,gluten_free,17,,2023-03-18,spring,tourist_area,very_high,medium,india,72,4.7,20,0.44,28.27,1
Premium Korean BBQ Tacos,"mixed vegetables, unique toppings, salsa, pepper, oil",Kolkata India,food_truck,fusion,main_course,6.04,budget,sauteed,hot,nut_free,22,,2022-09-09,fall,suburban,very_high,medium,india,144,4.0,27,0.35,3.58,1
Classic Dal Baati Churma,"ghee, pepper, salt, red meat",Bangalore India,cafe,rajasthani,dessert,8.77,budget,raw,mild,"low_carb,spicy",18,,2023-12-11,winter,tourist_area,high,medium,india,178,3.8,31,0.47,5.48,1
Chingri Malai Curry,"jaggery, butter, herbs, fish",Miami FL,casual_dining,bengali,main_course,8.38,budget,baked,mild,"keto,dairy_free,gluten_free",36,,2023-04-26,spring,suburban,medium,high,north_america,205,4.3,58,0.48,3.99,1
Deluxe Fish Molee,"cream, herbs, pepper, vegetables, coconut oil, butter, oil",London UK,fast_food,kerala,side_dish,8.45,budget,sauteed,mild,"dairy_free,spicy,mild",27,,2023-01-24,winter,tourist_area,high,high,europe,430,4.4,112,0.43,5.56,1
Philly Cheesesteak,"pepper, bacon, butter, oil, tomato, herbs, lemon, lime",Ahmedabad India,food_truck,american,appetizer,3.43,budget,raw,very_hot,"spicy,keto",18,,2024-01-20,winter,residential,high,medium,india,82,4.5,12,0.44,1.6,1
Mawa Kachori,"jaggery, herbs, wheat flour, red meat, cardamom, red chilies",Leicester UK,fine_dining,rajasthani,appetizer,73.64,luxury,sauteed,mild,none,11,,2022-01-01,winter,downtown,medium,medium,europe,84,5.0,9,0.44,37.76,1
Premium Chicken Tikka Masala,"garlic, cream, paneer, coriander, red chili powder, turmeric, tomatoes, lime",Leicester UK,casual_dining,north_indian,dessert,10.91,budget,sauteed,mild,"vegetarian,low_carb,dairy_free",39,,2023-03-31,spring,residential,medium,medium,europe,303,4.4,63,0.51,6.38,1
Deluxe Korean BBQ Tacos,"unique toppings, mixed vegetables, specialty sauces, spices, lemon, oil",Goa India,fine_dining,fusion,beverage,43.59,luxury,steamed,medium,"dairy_free,paleo,mild",18,,2023-01-29,winter,tourist_area,low,medium,india,117,4.4,20,0.54,19.14,1
Pongal,"herbs, lemon, mustard seeds, curry leaves, salt, rice, oil, pepper",Bangalore India,food_truck,south_indian,main_course,5.22,budget,baked,hot,"nut_free,gluten_free",14,,2022-06-27,summer,suburban,high,medium,india,200,4.2,20,0.43,3.13,1
Classic Kulfi Falooda,"butter, oil, potatoes, chickpeas, green chilies, vegetables",Los Angeles CA,fast_food,indian_street_food,dessert,9.79,budget,baked,very_hot,"spicy,keto",18,,2022-10-24,fall,suburban,high,high,north_america,568,4.2,71,0.45,6.13,1
Classic Tiramisu,"salt, basil, tomatoes, olive oil, pepper, onion",Vancouver Canada,fast_food,italian,main_course,11.48,budget,raw,hot,vegan,15,,2022-07-06,summer,residential,medium,high,north_america,283,4.3,53,0.58,5.7,1
Signature Handvo,"jaggery, oil, lime, yogurt, turmeric, mustard seeds, sesame oil",Birmingham UK,food_truck,gujarati,dessert,3.64,budget,steamed,mild,none,10,,2023-05-13,spring,business_district,high,medium,europe,133,4.5,28,0.43,2.29,1
Fried Rice,"sesame oil, scallions, oil, lime, chili, ginger, garlic",Austin TX,fast_food,chinese,main_course,5.06,budget,baked,very_hot,none,38,,2022-03-28,spring,business_district,medium,medium,north_america,323,3.9,89,0.49,2.62,1
Aloo Paratha,"herbs, pepper, spices, wheat flour, vegetables, salt, green chilies, lime",Kochi India,food_truck,punjabi,dessert,6.38,budget,sauteed,medium,none,40,,2022-06-20,summer,suburban,medium,medium,india,93,4.4,20,0.58,2.41,1
Philly Cheesesteak,"chicken, vegetables, onion, lettuce, salt",Mumbai India,cafe,american,side_dish,8.38,budget,grilled,mild,none,38,,2022-11-15,fall,business_district,very_high,medium,india,100,4.6,17,0.46,4.19,1
House Special Undhiyu,"besan, onion, yogurt, pepper, jaggery, turmeric",New York NY,casual_dining,gujarati,dessert,22.45,mid_range,baked,hot,nut_free,10,,2022-09-06,fall,business_district,high,high,north_america,289,4.8,72,0.55,10.81,1
Kung Pao Chicken,"soy sauce, lime, noodles, salt, herbs, rice",San Francisco CA,fast_food,chinese,dessert,11.81,budget,fried,mild,"high_protein,vegetarian,nut_free",17,,2023-03-31,spring,tourist_area,high,high,north_america,441,4.5,128,0.47,5.8,1
Tiramisu,"basil, onion, pepper, oregano",Goa India,food_truck,italian,dessert,5.83,budget,fried,mild,paleo,10,,2023-10-10,fall,business_district,low,medium,india,150,4.7,37,0.56,2.56,1
Signature Street Tacos,"chicken, avocado, herbs, onion, spices, meat, oil, lime",London UK,fast_food,mexican,dessert,9.7,budget,grilled,mild,none,29,,2022-02-07,winter,suburban,high,high,europe,412,4.7,108,0.63,3.89,1
Bengali Thali,"coconut milk, rice, panch phoron, spices, salt",Delhi India,casual_dining,bengali,beverage,8.37,budget,steamed,very_hot,high_protein,34,,2023-05-25,spring,residential,very_high,medium,india,192,4.1,57,0.48,5.03,1
House Special Greek Salad,"olives, onion, herbs, tahini, dressing, spices, cucumbers, lemon",Pune India,fast_food,mediterranean,main_course,7.53,budget,roasted,mild,keto,43,,2024-01-30,winter,business_district,high,medium,india,623,4.3,95,0.56,3.75,1
Falafel Wrap,"spices, olive oil, vegetables, herbs, pepper, lime, olives",Leicester UK,casual_dining,mediterranean,main_course,14.23,budget,baked,mild,none,15,,2023-04-04,spring,business_district,medium,medium,europe,142,4.7,31,0.47,7.34,1
Kosha Mangsho,"potatoes, panch phoron, vegetables, garlic",Kochi India,fast_food,bengali,main_course,11.12,budget,raw,mild,vegan,17,,2023-05-31,spring,residential,medium,medium,india,431,4.2,61,0.45,5.26,1
Hot Pot,"butter, vegetables, oil, ginger, cream",Pune India,food_truck,chinese,main_course,4.26,budget,steamed,medium,high_protein,15,,2022-05-23,spring,business_district,high,medium,india,106,4.7,19,0.45,1.93,1
Ramen Burger,"spices, garlic, pickles, lettuce, herbs",Lucknow India,casual_dining,fusion,appetizer,9.79,budget,grilled,mild,"gluten_free,low_carb",31,,2023-03-13,spring,downtown,medium,low,india,246,4.5,49,0.38,7.17,1
Pav Bhaji,"butter, onion, besan, potatoes",Leicester UK,casual_dining,maharashtrian,beverage,18.44,mid_range,grilled,medium,none,10,,2023-03-17,spring,suburban,medium,medium,europe,168,4.6,48,0.58,7.0,1
Pani Puri,"herbs, sev, mint chutney, lemon",Pune India,casual_dining,indian_street_food,beverage,9.79,budget,raw,hot,"vegetarian,paleo,low_carb",35,,2023-03-07,spring,suburban,high,medium,india,283,4.1,29,0.46,5.91,1
Kerala Sadya,"onion, green chilies, coconut, butter, vegetables, jaggery, rice, curry leaves",Jaipur India,cafe,kerala,main_course,12.92,mid_range,steamed,medium,spicy,35,,2023-03-28,spring,residential,medium,low,india,207,4.1,45,0.52,5.29,1
Vada,"lime, chana dal, mustard seeds, vegetables, lentils, urad dal, jaggery",Leicester UK,cafe,south_indian,appetizer,7.8,budget,steamed,hot,nut_free,15,,2023-06-25,summer,downtown,medium,medium,europe,147,3.9,38,0.42,4.01,1
Mohanthal,"hing, onion, vegetables, cumin seeds",Toronto Canada,casual_dining,gujarati,appetizer,17.66,mid_range,steamed,hot,"nut_free,vegan",28,,2022-10-21,fall,tourist_area,high,high,north_america,126,4.8,33,0.57,8.57,1
Classic Baklava,"onion, lime, feta cheese, olive oil",Goa India,fine_dining,mediterranean,appetizer,58.3,luxury,roasted,medium,"keto,gluten_free",12,,2022-03-25,spring,residential,low,medium,india,136,4.7,32,0.54,24.81,1
Khaman,"cumin seeds, garlic, mustard seeds, lemon, hing, pepper",Bangalore India,fine_dining,gujarati,appetizer,34.43,upscale,sauteed,very_hot,gluten_free,23,,2022-10-05,fall,suburban,high,medium,india,84,5.0,20,0.62,14.4,1
